domaine,section,url,sentence,caracter_count,length_class
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/01/18/dibeeru-welbati/,"Cialtine jii la njiitu réew mi doon jébbal askan wi saxaar gi ñu duppe TER. Waaye, laata looluy am, ndajem-ndeyu-àtte mi, siiwaloon na ci suba si juróomi wutaakon yi war a joŋante ci wote njiitéefu réew mi nu dégmal : Màkki Sàll (njiitu réew mi), Usmaan Sonko, Madike Ñaŋ, Isaa Sàll ak Idiriisa Sekk. Waaye, benn baat a fi lëmbe : wëlbati. Waa kujje gi naan, Màkki wëlbati na keesu réew mi, jël xaalis bu-dul jeex jagleel koog saxaar, te askan wiy jànkoonteel i jafe-jafe yu tar. Ñu neeti dafa kootoog yoon wi ngir wëlbati kàrt gi, seppi ñenn ciy naataangoom ci joŋante wote bi, Xalifa Sàll ak Karim Wàdd. Am sax ñu naan, ki tëgg làmbu dibéer bi ñu génn, te Bàlla Gay wëlbati Móodu Lóo jël ndam li, li mu ko dugge woon mooy juutal xelu nit ñi ba ñu fàtte solos bés bi.",768,750->800
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/01/20/xecc-bu-danee-dagg/,"Nimbir yiy doxe diggante nguur geek kujje gi bi Màkki Sáll toogee ci jal bi ba tey jii, dalul xel dara. Nun ñépp a ànd ci demokaraasi, waaye ni ko peresidaŋ Sàll gise — ku am doole danga koy wone, doo maye dara, doo yërëm kenn — mën naa jur ëllëg musiba ci réew mi. Ci sama gis-gis bu gàtt, dafa war a méngook li gën ci sunuy aada. Senegaal, waxtaan ba juboo lanu xam, lu fi am solo. Su dee wote rekk, nag, kenn du ni guléet, miim réew yàgg naa tabb ay njiitam te deret du turu. Lu jar a fàttaliku la, tey jii alal ju bari feeñ na ci suuf si. Mbaa du sax petorol boobook gaas bee yóbbu fiti ñenn ñi ? Bu nu ànduleek sunu sago, am nay réew yu mag ak i boroom doole dinañ jéem a salfaañe Senegaal ngir rekk aakimu alal jooju. Nanu ci Yálla musal waaye noonu la ko gaa ñooñu tàmmee def.",783,750->800
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/01/27/balla-gay-moodu-loo-naar-ci-dara/,"Làmbu démb ak ju tey jeeka wuute ! Ndege, démb, bu nawet bi wàccaan, ci lañu daan tëgg làmb. Kon, nu gis ne ci njeexitalu mbey mi la mbër yi daan joŋante, ndax beykat yi ci seen bopp a daan bëre. Seetal ma lii rekk : jàmbaari tool, jàmbaari géew… Mbër mu ci nekk teewal sab gox ginnaaw bi nga fa wonee sag njàmbaar. Dafa di, nag, gox yooyoo daan bokk aw tund.",359,350->400
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2020/01/03/dige-geej-kilibu-seex-aliyu-ndaw-tekki-mbaa-lab/,"Dige géej, téere kilib bii Séex Aliyu Ndaw di door a génne, OSAD mi Soxna Aram Faal jiite moo ko móol ci atum 2019. Du guléet Séex Ndaw di bind kilib ci wolof, Dige géej mooy ñetteelam, ginnaaw Guy Njulli ak Bokk Afrig.",219,200->250
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/07/25/aliyu-sall-gii-maryiis-saana-kumba-am-ndey-ak-kumba-amul-ndey/,SAFIYETU BÉEY Céy Koronaa ! Doomu-jàngoro bii yëngal na jamono. Ku mënoon a gëm lu ndawe nii dina noot àddina sépp ? Tax na ba kenn ñemeetul a...,145,100->150
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/07/25/aliyu-sall-gii-maryiis-saana-kumba-am-ndey-ak-kumba-amul-ndey/#respond,SAFIYETU BÉEY Céy Koronaa ! Doomu-jàngoro bii yëngal na jamono. Ku mënoon a gëm lu ndawe nii dina noot àddina sépp ? Tax na ba kenn ñemeetul a...,145,100->150
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/04/28/li-may-ragal-laaj-tontu-ak-doktoor-seydu-jallo-ii/,Paap Aali Jàllo,15,0->50
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/04/28/li-may-ragal-laaj-tontu-ak-doktoor-seydu-jallo-ii/#respond,Paap Aali Jàllo,15,0->50
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2019/11/21/mag-sama-gor-du-ragal-du-wor/#comments,Ci tekkib Paap Aali Jàllo,25,0->50
https://www.defuwaxu.com,NATAALI AYUBÉS BI,https://www.defuwaxu.com/2019/05/15/nataali-ayubes-bi-3/#respond,SAFIYETU BÉEY Céy Koronaa ! Doomu-jàngoro bii yëngal na jamono. Ku mënoon a gëm lu ndawe nii dina noot àddina sépp ? Tax na ba kenn ñemeetul a...,145,100->150
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/05/10/ay-du-yem-ci-boppu-boroom/,"Senegaal, jamono ji ñu tollu nii dafa mel ni nekk doomu– réew mi rekk doyatul ; fàww nga fésal wet gi nga féete, moo xam sa diine la walla sa tarixa mbaa pàrti pólitig bi nga faral ba ci sax mbootaay gi nga bokk léeg-léeg.",222,200->250
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/05/10/ay-du-yem-ci-boppu-boroom/#respond,"Senegaal, jamono ji ñu tollu nii dafa mel ni nekk doomu– réew mi rekk doyatul ; fàww nga fésal wet gi nga féete, moo xam sa diine la walla sa tarixa mbaa pàrti pólitig bi nga faral ba ci sax mbootaay gi nga bokk léeg-léeg.",222,200->250
https://www.defuwaxu.com,COKKAASU ODIA,https://www.defuwaxu.com/2019/05/15/cokkaasu-odia-5/,SAFIYETU BÉEY Céy Koronaa ! Doomu-jàngoro bii yëngal na jamono. Ku mënoon a gëm lu ndawe nii dina noot àddina sépp ? Tax na ba kenn ñemeetul a...,145,100->150
https://www.defuwaxu.com,COKKAASU ODIA,https://www.defuwaxu.com/2019/05/15/cokkaasu-odia-5/#respond,SAFIYETU BÉEY Céy Koronaa ! Doomu-jàngoro bii yëngal na jamono. Ku mënoon a gëm lu ndawe nii dina noot àddina sépp ? Tax na ba kenn ñemeetul a...,145,100->150
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/22/kan-mooy-usmaan-sonko/,"Usmaan Sonko nëbbu ko kenn : mébétam mooy jot ci réewum Senegaal ci guddig dibéeru 24 féwaryee 2019, wuutu Maki Sàll.",117,100->150
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/22/kan-mooy-usmaan-sonko/#respond,"Usmaan Sonko nëbbu ko kenn : mébétam mooy jot ci réewum Senegaal ci guddig dibéeru 24 féwaryee 2019, wuutu Maki Sàll.",117,100->150
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/17/kan-mooy-isaa-sall/,"« Jàpp naa ne pólitig du liggéey, jàngale mooy sama liggéey » (Isaa Sàll)",73,50->100
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/17/kan-mooy-isaa-sall/#respond,"« Jàpp naa ne pólitig du liggéey, jàngale mooy sama liggéey » (Isaa Sàll)",73,50->100
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/09/kan-mooy-idiriisa-sekk/,"Maaraa la ko ay jegeñaaleem di woowe, doomi-réew mi naan ko Idi. Taskati xibaar yi ñoom, Ndaamal-Kajoor lañu koy dàkkentale. Idiriisa Sekk — mooy turam dëggëntaan — dib pólitiseŋ bu ñu ràññee ci Senegaal, Cees la fekk baax. Te sax, nekkoon na fa Meer ci diirub fukki at ak ñaar. Ci ginnaaw gi la doon njiitu Ndajem diiwaanu Cees ba nëgëni-sii.",343,300->350
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/02/09/kan-mooy-idiriisa-sekk/#respond,"Maaraa la ko ay jegeñaaleem di woowe, doomi-réew mi naan ko Idi. Taskati xibaar yi ñoom, Ndaamal-Kajoor lañu koy dàkkentale. Idiriisa Sekk — mooy turam dëggëntaan — dib pólitiseŋ bu ñu ràññee ci Senegaal, Cees la fekk baax. Te sax, nekkoon na fa Meer ci diirub fukki at ak ñaar. Ci ginnaaw gi la doon njiitu Ndajem diiwaanu Cees ba nëgëni-sii.",343,300->350
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/01/30/kan-mooymaki-sall/,Ci Baatu Majaw Njaay,20,0->50
https://www.defuwaxu.com,?,https://www.defuwaxu.com/2019/01/30/kan-mooymaki-sall/#respond,Ci Baatu Majaw Njaay,20,0->50
https://www.defuwaxu.com,WAXLEEN SEEN XALAAT,https://www.defuwaxu.com/2019/03/18/mbemestal-ci-jaar-jaaru-allaaji-omar-taal/#respond,"Àllaaji Omar Taal mi juddu ci atum 1796 ca Fuuta, bokk na ci ñi siggil ba fàww nit ku ñuul ci lislaam. Nekkul woon rekk njiitul diine ak tariixa, wànte boroom xam-xam bu gëmoon der bu ñuul la, te fonk dénduw Afrig gépp.",219,200->250
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/05/16/fallu-siise-fekki-na-kocc-barma/,Ndekete Fàllu Siise daa bokk ca ña daamar (kamiyoŋ) ga saaraan fan yii ñu génn ca Caaroy dal seen kaw.,102,100->150
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/05/16/seex-beeco-cuun-atte-yallaa-gen-bu-nit/,"Altine 6eelu fan ci weeru Me, atum 2019. Bés bi ñépp doon xaar, bésub layoo, bésub àtte, ñëw na. Li tax ñépp doon xaar bés bii, nag, du neen.",141,100->150
https://www.defuwaxu.com,FÀTTALIKU DÉMB,https://www.defuwaxu.com/2019/05/30/saartjie-baartman-ndaw-sa-tubaab-yi-defoon-mala/,"Saartjie Baartman ab jaam la woon, fekkoon baax ca réewum Afrig-bëj-saalum. Moom, nag, benn doomu Àngalteer lañu ko jaayoon. Gannaaw bi, Tubaab yi dañu ko wutal ab dàkkental, tudde ko Venus Noire walla Venus Hottentote. Ci atum 1810 la àgg Tugal. Bi mu àggee, nag, tubaab yi dañu ko wuññi, gàcc ko, làññi di ko wone ci ja yi ak luuma yi, diggante Àngalteer ak Frãs.",365,350->400
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/03/24/koronaawirisloo-nu-naral/,"Ci bésub altine, 2eelu fan ci weeru màrs, atum 2020 la Covid-19 bi ganesi Senegaal. Xibaar baa ngi tukke woon ci jawriñ Abdulaay Juuf Saar mi yor wàllu wér-gi-yaram ak ndimbalug mbootaay gi. Benn doomu Farãs a ko indaale woon. Doktoor ya nekk ca Institut Pasteur tey saytu lépp lu aju ci jàngoro ji ñoo dëggaloon xibaar bi. Yéenekaay yépp xéye ko ci talaata ji, def ko ci seen i xët yu njëkk. Njiitu-réew mi génne 1 miliyaar ak genn-wàll, wàññi deppãsi liggéey yi ñeel bitim-réew. Ñu ne déet-a-waay, ci talaata ji, 3eelu fan ci weeru màrs, ñu gisaat beneen tubaab, ab farañse bu am 80i at bu ame covid-19 bi : muy 2 aji-tawat. Ca ëllëg sa, 4eelu fan, jawriñ ji génnewaat beneen yëgle, di ci wax ne Institut Pasteur fekkaat na doomu-jàngoro ji ci dereti yeneen ñaari nit. Kenn ki dib jigéen ju am 68i at, di soxnay aji-tawat bi am 80i at. Moom, 29eelu fan ci weeru feewaryee la fi ñëwoon, àndoon ak jëkkër ji. Keneen ki, moom, ab doxandéem bu jóge woon ca réewum Àngalteer la, 33 at la am te mu ngi ganesi woon Senegaal ci 24eelu fan ci weeru feewaryee. Boobaak léegi, nag, way-tawat yi dañuy gën di yokku.",1105,1100->1150
https://www.defuwaxu.com,Xibaar,https://www.defuwaxu.com/2020/03/24/koronaawirisloo-nu-naral/#respond,"Ci bésub altine, 2eelu fan ci weeru màrs, atum 2020 la Covid-19 bi ganesi Senegaal. Xibaar baa ngi tukke woon ci jawriñ Abdulaay Juuf Saar mi yor wàllu wér-gi-yaram ak ndimbalug mbootaay gi. Benn doomu Farãs a ko indaale woon. Doktoor ya nekk ca Institut Pasteur tey saytu lépp lu aju ci jàngoro ji ñoo dëggaloon xibaar bi. Yéenekaay yépp xéye ko ci talaata ji, def ko ci seen i xët yu njëkk. Njiitu-réew mi génne 1 miliyaar ak genn-wàll, wàññi deppãsi liggéey yi ñeel bitim-réew. Ñu ne déet-a-waay, ci talaata ji, 3eelu fan ci weeru màrs, ñu gisaat beneen tubaab, ab farañse bu am 80i at bu ame covid-19 bi : muy 2 aji-tawat. Ca ëllëg sa, 4eelu fan, jawriñ ji génnewaat beneen yëgle, di ci wax ne Institut Pasteur fekkaat na doomu-jàngoro ji ci dereti yeneen ñaari nit. Kenn ki dib jigéen ju am 68i at, di soxnay aji-tawat bi am 80i at. Moom, 29eelu fan ci weeru feewaryee la fi ñëwoon, àndoon ak jëkkër ji. Keneen ki, moom, ab doxandéem bu jóge woon ca réewum Àngalteer la, 33 at la am te mu ngi ganesi woon Senegaal ci 24eelu fan ci weeru feewaryee. Boobaak léegi, nag, way-tawat yi dañuy gën di yokku.",1105,1100->1150
https://www.defuwaxu.com,Gis-Gis,https://www.defuwaxu.com/2019/01/27/balla-gay-moodu-loo-naar-ci-dara/#respond,"Làmbu démb ak ju tey jeeka wuute ! Ndege, démb, bu nawet bi wàccaan, ci lañu daan tëgg làmb. Kon, nu gis ne ci njeexitalu mbey mi la mbër yi daan joŋante, ndax beykat yi ci seen bopp a daan bëre. Seetal ma lii rekk : jàmbaari tool, jàmbaari géew… Mbër mu ci nekk teewal sab gox ginnaaw bi nga fa wonee sag njàmbaar. Dafa di, nag, gox yooyoo daan bokk aw tund.",359,350->400
https://www.defuwaxu.com,FÀTTALIKU DÉMB,https://www.defuwaxu.com/2019/05/30/saartjie-baartman-ndaw-sa-tubaab-yi-defoon-mala/#respond,"Saartjie Baartman ab jaam la woon, fekkoon baax ca réewum Afrig-bëj-saalum. Moom, nag, benn doomu Àngalteer lañu ko jaayoon. Gannaaw bi, Tubaab yi dañu ko wutal ab dàkkental, tudde ko Venus Noire walla Venus Hottentote. Ci atum 1810 la àgg Tugal. Bi mu àggee, nag, tubaab yi dañu ko wuññi, gàcc ko, làññi di ko wone ci ja yi ak luuma yi, diggante Àngalteer ak Frãs.",365,350->400
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2020/04/06/koronaa-jat-na-paap-juuf-gaynde-gaynde-yi/,"« Ërob, rawatina Farãs, dañuy xeex ak a bunduxataal tuutaafoni waaso yi (minorités ethniques). »",96,50->100
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2020/04/06/koronaa-jat-na-paap-juuf-gaynde-gaynde-yi/#respond,"« Ërob, rawatina Farãs, dañuy xeex ak a bunduxataal tuutaafoni waaso yi (minorités ethniques). »",96,50->100
https://www.defuwaxu.com,Li fës,https://www.defuwaxu.com/2019/08/15/naareelu-xaaju-waxtaanu-mamadu-jallo-ak-ndongo-samba/,"Mamadu Jàllo : Ndax CFA bi baax na ci njaay meek njënd mi, rawati-na bitim-réew ?",81,50->100
